,Post Type,Profile Name,Date,Time,Likes,Text,AP,sentiment_output,sentiment_probability,English Text (Google Translate),Text_Clean,label,tokenized_review,tokenized_review,sent_bert_token_length,char_count
179,Reel,Wilver Matracos,18-04-2024,15:08:10,1,Q guapo señor presidente el señor le bendiga mucho cuide de su familia de tan bellas princesas q el eterno le a regalado cubro con la sangre de cristo a usted y su bella familia Dios siga dandole una mente brillante y siga confiando en Dios y deje ser guiado x el q Dios lo pondrá x cabeza y no x cola es apenas el comienzo q Dios a hecho con usted q su nombre ya resuena x el mundo en tero como un hombre de renombre como los antes pasados q confiaron en Dios le bendiga el señor y le guarde de todo mal sea muro y ante muro y el su fortaleza.. le apreciamos mucho mi presi,POS,POS,0.998693168,"How handsome, Mr. President, the Lord bless you very much. Take care of your family of such beautiful princesses that the Eternal has given you and covered you and your beautiful family with the blood of Christ. May God continue to give you a brilliant mind and continue to trust in God and let him be guided. The fact that God will put you on your head and not on your tail is just the beginning. God has done with you, your name already resonates throughout the world as a man of renown like those before you who trusted in God. May the Lord bless you. May I protect you from all evil, be it a wall and before a wall and your strength... we appreciate you very much, my president.",q guapo se or presidente el se or le bendiga mucho cuide de su familia de tan bellas princesas q el eterno le a regalado cubro con la sangre de cristo a usted y su bella familia dios siga dandole una mente brillante y siga confiando en dios y deje ser guiado x el q dios lo pondr  x cabeza y no x cola es apenas el comienzo q dios a hecho con usted q su nombre ya resuena x el mundo en tero como un hombre de renombre como los antes pasados q confiaron en dios le bendiga el se or y le guarde de todo mal sea muro y ante muro y el su fortaleza   le apreciamos mucho mi presi,0,Q guapo se ñ or presidente el se ñ or le bendiga mucho cuide de su familia de tan bellas princesas q el eterno le a regalado cubro con la sangre de cristo a usted y su bella familia Dios siga dandole una mente brillante y siga confiando en Dios y deje ser guiado x el q Dios lo pondr á x cabeza y no x cola es apenas el comienzo q Dios a hecho con usted q su nombre ya resuena x el mundo en tero como un hombre de renombre como los antes pasados q confiaron en Dios le bendiga el se ñ or y le guarde de todo mal sea muro y ante muro y el su fortaleza . . le apreciamos mucho mi presi,128,189,574
180,Reel,Lydia Garcia,18-04-2024,06:00:53,0,Felicidades Sr Presidente Nayib Bukele que Dios continúe bendiciendo su vida y que lo guarde todos los días de sus vidas con su familia hermosa. EL SALVADOR el país más hermoso del mundo con un Presidente lleno de la sabiduría de DIOS bendiciones,POS,POS,0.998802781,"Congratulations Mr President Nayib Bukele, may God continue to bless your life and keep you with your beautiful family every day of your lives. EL SALVADOR the most beautiful country in the world with a President full of the wisdom of GOD blessings",felicidades sr presidente nayib bukele que dios contin e bendiciendo su vida y que lo guarde todos los d as de sus vidas con su familia hermosa  el salvador el pa s m s hermoso del mundo con un presidente lleno de la sabidur a de dios bendiciones,0,Felicidades Sr Presidente Nayib Bukele que Dios contin ú e bendiciendo su vida y que lo guarde todos los d í as de sus vidas con su familia hermosa . EL SALVADOR el pa í s m á s hermoso del mundo con un Presidente lleno de la sabidur í a de DIOS bendiciones,54,74,246
181,Reel,Nelly Vasquez,18-04-2024,00:52:32,4,El mejor presidente así necesitamos uno en Colombia mi admiración dios lo bendiga,POS,POS,0.998644054,The best president like this we need one in Colombia my admiration God bless him,el mejor presidente as  necesitamos uno en colombia mi admiraci n dios lo bendiga,0,El mejor presidente as í necesitamos uno en Colombia mi admiraci ó n dios lo bendiga,16,24,81
182,Reel,Silvia Ferrufino de Amaya,18-04-2024,01:29:04,0,Usted es unico  tiene un gran corazon. Y ama a su  pueblo. Dios lo bendiga siempre.desde Toronto Canada ,POS,POS,0.998591125,"You are unique, you have a big heart. And he loves his people. God bless you always.from Toronto Canada",usted es unico  tiene un gran corazon  y ama a su  pueblo  dios lo bendiga siempre desde toronto canada ,0,Usted es unico tiene un gran corazon . Y ama a su pueblo . Dios lo bendiga siempre . desde Toronto Canada,22,31,104
183,Reel,Eliza Ramos,18-04-2024,12:23:20,0,"El Señor Dios siga bendiciendo su vida y la de toda su familia y le continúe asistiendo con la Sabiduria que viene de lo alto, acorasandolo y fortaleciendo siempre. En El Nombre de Jesús. Amen.",POS,POS,0.983571768,"May the Lord God continue to bless your life and that of your entire family and continue to assist you with the Wisdom that comes from above, always encouraging and strengthening you. In the name of Jesus. Amen.",el se or dios siga bendiciendo su vida y la de toda su familia y le contin e asistiendo con la sabiduria que viene de lo alto  acorasandolo y fortaleciendo siempre  en el nombre de jes s  amen ,0,"El Se ñ or Dios siga bendiciendo su vida y la de toda su familia y le contin ú e asistiendo con la Sabiduria que viene de lo alto , acorasandolo y fortaleciendo siempre . En El Nombre de Jes ú s . Amen .",45,65,193
184,Reel,Orlando,18-04-2024,01:03:27,0,Que Dios lo bendiga siempre y nos ayude a qué nos dejen trabajar agusto los de tránsito xq trabajamos como Uber ,POS,NEU,0.945069611,May God always bless you and help us to let us work comfortably because we work like Uber.,que dios lo bendiga siempre y nos ayude a qu  nos dejen trabajar agusto los de tr nsito xq trabajamos como uber ,0,Que Dios lo bendiga siempre y nos ayude a qu é nos dejen trabajar agusto los de tr á nsito xq trabajamos como Uber,24,38,112
185,Reel,Lorena Diaz,18-04-2024,00:50:21,3,Bendiciones respetable Señor Presidente de mi amado país El Salvador,POS,POS,0.974554777,Blessings respectable Mr. President of my beloved country El Salvador,bendiciones respetable se or presidente de mi amado pa s el salvador,0,Bendiciones respetable Se ñ or Presidente de mi amado pa í s El Salvador,14,18,68
186,Reel,Yanira Hernández,18-04-2024,00:52:00,0,El presidente más maravilloso que hoy tiene nuestro él salvador que Dios siempre derrame muchas bendiciones en su vida y familia ❣️ y el más guapo ❤️,POS,POS,0.998421431,"The most wonderful president that our savior has today, may God always shower many blessings on his life and family ❣️ and the most handsome ❤️",el presidente m s maravilloso que hoy tiene nuestro  l salvador que dios siempre derrame muchas bendiciones en su vida y familia  y el m s guapo ,0,El presidente m á s maravilloso que hoy tiene nuestro é l salvador que Dios siempre derrame muchas bendiciones en su vida y familia ❣ ️ y el m á s guapo ❤ ️,34,46,145
187,Reel,Paz Ponce Cubias,18-04-2024,14:28:41,0,Bernardo Eugenio Quijano Chacon Amen  asi sea,NEU,NEU,0.987765431,Bernardo Eugenio Quijano Chacon Amen so be it,bernardo eugenio quijano chacon amen  asi sea,1,Bernardo Eugenio Quijano Chacon Amen asi sea,7,13,45
188,Reel,Bernardo Eugenio Quijano Chacon,18-04-2024,13:52:36,0,"Paz Ponce Cubias que el Todopoderoso escuche su clamor y que todas sus necesidades sean cubiertas por el Altísimo.
Di-os le responderá prontamente!!!!
#NayibBukele",POS,NEU,0.966574907,"Peace Ponce Cubias may the Almighty hear your cry and may all your needs be covered by the Almighty.
G-d will answer you promptly!!!!
#NayibBukele",paz ponce cubias que el todopoderoso escuche su clamor y que todas sus necesidades sean cubiertas por el alt simo  di os le responder  prontamente      nayibbukele,0,"Paz Ponce Cubias que el Todopoderoso escuche su clamor y que todas sus necesidades sean cubiertas por el Alt í simo . 
 
 Di - os le responder á prontamente ! ! ! ! 
 
 # NayibBukele",35,57,163
189,Reel,Virgil Jose,19-04-2024,01:14:42,0,Mario Arteaga vengase a vivir a su país hermano,NEG,NEU,0.996470332,Mario Arteaga came to live in his brother country,mario arteaga vengase a vivir a su pa s hermano,2,Mario Arteaga vengase a vivir a su pa í s hermano,11,15,47
190,Reel,Daniel Reyes,18-04-2024,19:01:58,0,Marie Rivera así. es  ya somos dos yo iigual digo bendiciones  para el  nuestro joven presidente y luego con.una gran sabiduría yo.estoy muy orgulloso por qué  hordeno el país  bendiciones  joven,POS,POS,0.998916268,"Marie Rivera like that. It's already two of us, I still say blessings for our young president and then with great wisdom I am very proud why I hate the country, blessings young man",marie rivera as   es  ya somos dos yo iigual digo bendiciones  para el  nuestro joven presidente y luego con una gran sabidur a yo estoy muy orgulloso por qu   hordeno el pa s  bendiciones  joven,0,Marie Rivera as í . es ya somos dos yo iigual digo bendiciones para el nuestro joven presidente y luego con . una gran sabidur í a yo . estoy muy orgulloso por qu é hordeno el pa í s bendiciones joven,42,59,195
191,Reel,Alberto Ardon,20-04-2024,13:57:05,0,Rabino Yosef Garmon - יוסף גרמון igual pido La Paz para Israel y Jerusalén viva Israel  para siempre Dios está contigo Israel  tierra bendita,NEU,POS,0.930379331,Rabbi Yosef Garmon - יוסף גרמון I still ask for Peace for Israel and Jerusalem long live Israel forever God is with you Israel blessed land,rabino yosef garmon              igual pido la paz para israel y jerusal n viva israel  para siempre dios est  contigo israel  tierra bendita,1,Rabino Yosef Garmon - יוסף גרמון igual pido La Paz para Israel y Jerusal é n viva Israel para siempre Dios est á contigo Israel tierra bendita,27,49,141
192,Reel,Nancy Flores,19-04-2024,03:55:15,1,"Rabino Yosef Garmon - יוסף גרמון gracias por su bendición rabino, lo hemos visto con Bacari y son de bendición para latinoamerica, sigan dando luz.",NEU,POS,0.998789251,"Rabbi Yosef Garmon - יוסף גרמון thank you for your blessing rabbi, we have seen it with Bacari and you are a blessing for Latin America, continue to give light.",rabino yosef garmon              gracias por su bendici n rabino  lo hemos visto con bacari y son de bendici n para latinoamerica  sigan dando luz ,1,"Rabino Yosef Garmon - יוסף גרמון gracias por su bendici ó n rabino , lo hemos visto con Bacari y son de bendici ó n para latinoamerica , sigan dando luz .",32,54,147
193,Reel,Rabino Yosef Garmon - יוסף גרמון,18-04-2024,01:24:00,1,Edgar Cruz amén  gracias.,NEU,POS,0.997667372,Edgar Cruz amen thank you.,edgar cruz am n  gracias ,1,Edgar Cruz am é n gracias .,7,8,25
194,Reel,Edgar Cruz,18-04-2024,01:00:43,8,Rabino Yosef Garmon - יוסף גרמון  Dios bendiga a Israel rabino. Nuestro pueblo está con Israel. Un saludo a ud y Sergio bacari por ser figuras positivas en el mundo.,NEU,POS,0.996331513,Rabbi Yosef Garmon - יוסף גרמון God bless Israel Rabbi. Our people are with Israel. Greetings to you and Sergio Bacari for being positive figures in the world.,rabino yosef garmon               dios bendiga a israel rabino  nuestro pueblo est  con israel  un saludo a ud y sergio bacari por ser figuras positivas en el mundo ,1,Rabino Yosef Garmon - יוסף גרמון Dios bendiga a Israel rabino . Nuestro pueblo est á con Israel . Un saludo a ud y Sergio bacari por ser figuras positivas en el mundo .,34,59,165
195,Reel,Ana Telma Martinez,18-04-2024,00:58:26,0,Presidente un gusto daludarlo. Y así apreciable familia  muchas bendiciones,POS,POS,0.987269878,"President, a pleasure to welcome you. And so appreciable family many blessings",presidente un gusto daludarlo  y as  apreciable familia  muchas bendiciones,0,Presidente un gusto daludarlo . Y as í apreciable familia muchas bendiciones,12,24,75
196,Reel,Celinadelcarmen Martinez,19-04-2024,08:50:20,0,Dios lo bendiga lo cuide donde sea q ud valla desde el momento q lo desecho el fmln yo seguí los problemas q tubo y supe q usted sería nuestro presidente y pensé estos tontos están perdiendo al único podría levantar ese partido pero gracias a Dios q salió de ese nido de R.,POS,NEU,0.959757745,"God bless you, take care of you wherever you go from the moment the fmln got rid of you, I followed the problems you had and I knew that you would be our president and I thought these fools are losing the only one who could raise that party but thank God that he came out of that nest of R.",dios lo bendiga lo cuide donde sea q ud valla desde el momento q lo desecho el fmln yo segu  los problemas q tubo y supe q usted ser a nuestro presidente y pens  estos tontos est n perdiendo al  nico podr a levantar ese partido pero gracias a dios q sali  de ese nido de r ,0,Dios lo bendiga lo cuide donde sea q ud valla desde el momento q lo desecho el fmln yo segu í los problemas q tubo y supe q usted ser í a nuestro presidente y pens é estos tontos est á n perdiendo al ú nico podr í a levantar ese partido pero gracias a Dios q sali ó de ese nido de R .,65,92,273
