,Post Type,Profile Name,Date,Time,Likes,Text,AP,sentiment_output,sentiment_probability,English Text (Google Translate),processed_text,sentiment_numeric,tokenized_review,Text_Clean
288,Google en El Salvador,M Carlos Sumano Diaz,18-04-2024,02:21:20,8,"Cómo se le admira al Presidente de El Salvador, soy de Oaxaca México, me gustaría viajar a su país y ver la maravilla de transformación... Un país seguro..",POS,POS,0.998035848,"How you admire the President of El Salvador, I am from Oaxaca Mexico, I would like to travel to your country and see the wonder of transformation... A safe country..",com admir president salvador oaxac mexic gust viaj pais ver maravill transform pais segur,0,"C ó mo se le admira al Presidente de El Salvador , soy de Oaxaca M é xico , me gustar í a viajar a su pa í s y ver la maravilla de transformaci ó n . . . Un pa í s seguro . .",c mo se le admira al presidente de el salvador  soy de oaxaca m xico  me gustar a viajar a su pa s y ver la maravilla de transformaci n    un pa s seguro  
289,Google en El Salvador,Rosa Coniham,18-04-2024,21:59:45,1,"Nayib Bukele excelente,  lo Mega admiro eres de lo mejor que tiene El Salvador ,  saludos desde Roatan islas de la
Bahía honduras ",POS,POS,0.998816848,"Nayib Bukele is excellent, I greatly admire you, you are one of the best that El Salvador has, greetings from Roatan islands of the
honduras bay",nayib bukel excelent meg admir mejor salvador salud roat isla bah hondur,0,"Nayib Bukele excelente , lo Mega admiro eres de lo mejor que tiene El Salvador , saludos desde Roatan islas de la  
 Bah í a honduras",nayib bukele excelente   lo mega admiro eres de lo mejor que tiene el salvador    saludos desde roatan islas de la bah a honduras 
290,Google en El Salvador,Veronica Rosado,18-04-2024,02:32:38,3,Incredible realmente maravilloso lo que esta haciendo el mejor presidente del Mundo!! Bendiciones y siga Adelanto Senor Presidente Nayib Bukele.,POS,POS,0.99859041,"Incredible, truly wonderful, what the best president in the world is doing!! Blessings and continue Advancement Mr. President Nayib Bukele.",incred realment maravill hac mejor president mund bendicion segu adelant senor president nayib bukel,0,Incredible realmente maravilloso lo que esta haciendo el mejor presidente del Mundo ! ! Bendiciones y siga Adelanto Senor Presidente Nayib Bukele .,incredible realmente maravilloso lo que esta haciendo el mejor presidente del mundo   bendiciones y siga adelanto senor presidente nayib bukele 
291,Google en El Salvador,Robert Escobar,18-04-2024,02:24:47,4,Acabo de estar en El salvador use Google map para todo y me quede muy satisfecho  de el servio de google,NEU,POS,0.998009503,"I was just in El Salvador, I used Google map for everything and I was very satisfied with Google's service.",acab salvador use googl map qued satisfech servi googl,1,Acabo de estar en El salvador use Google map para todo y me quede muy satisfecho de el servio de google,acabo de estar en el salvador use google map para todo y me quede muy satisfecho  de el servio de google
292,Google en El Salvador,Audelia Umaña,18-04-2024,02:17:14,3,"El  PRESIDENTE SIGUE MEJORANDO EL SALVADOR.
 GRACIAS A DIOS POR HABERNOS DADO A ESTE EXELENTE HOMBRE PARA GOBERNAR NUESTRO PAÍS ♥️❤☘",POS,POS,0.877719641,"""The PRESIDENT CONTINUES IMPROVING EL SALVADOR.
 THANK GOD FOR HAVING GIVEN US THIS EXCELLENT MAN TO GOVERN OUR COUNTRY ♥️❤☘",president segu mejor salvador graci dios habern dad exelent hombr gobern pais,0,"El PRESIDENTE SIGUE MEJORANDO EL SALVADOR .  
 GRACIAS A DIOS POR HABERNOS DADO A ESTE EXELENTE HOMBRE PARA GOBERNAR NUESTRO PA Í S ♥ ️ ❤ ☘",el  presidente sigue mejorando el salvador   gracias a dios por habernos dado a este exelente hombre para gobernar nuestro pa s 
293,Google en El Salvador,Hada Leticia Gomez Moreno,18-04-2024,13:09:08,4,Gracias por transformar el Salvador y el mundo enteroNAYIB BUKELE  DESDE HONDURAS,POS,POS,0.991844952,Thank you for transforming El Salvador and the entire world NAYIB BUKELE FROM HONDURAS,graci transform salvador mund enteronayib bukel hondur,0,Gracias por transformar el Salvador y el mundo enteroNAYIB BUKELE DESDE HONDURAS,gracias por transformar el salvador y el mundo enteronayib bukele  desde honduras
294,Google en El Salvador,Sandra Nuevas Ideas Benitez,18-04-2024,03:01:06,7,"Como nuestro presidente Nayib Bukele, no hay dos  Dios nos lo bendiga y lo proteja de todo peligro..!!",POS,POS,0.993167102,"Like our president Nayib Bukele, there are no two. May God bless us and protect him from all danger..!!",president nayib bukel dos dio bendig protej peligr,0,"Como nuestro presidente Nayib Bukele , no hay dos Dios nos lo bendiga y lo proteja de todo peligro . . ! !",como nuestro presidente nayib bukele  no hay dos  dios nos lo bendiga y lo proteja de todo peligro    
295,Google en El Salvador,Angela Vasquez,19-04-2024,01:10:45,3,Dios lo bendiga presidente por lo que está asiendo con el país el salvador,POS,POS,0.995571613,God bless you president for what El Salvador is doing with the country,dio bendig president asir pais salvador,0,Dios lo bendiga presidente por lo que est á asiendo con el pa í s el salvador,dios lo bendiga presidente por lo que est  asiendo con el pa s el salvador
296,Google en El Salvador,Loly Castellon,18-04-2024,03:32:41,3,"El Salvador, nuestro pequeño gigante. Es obvio cuando entregaron la bendición al presidente y le dijeron El Salvador será cabeza y Noooo cola, sigue dando de que hablar en el mundo.",POS,NEG,0.992372751,"El Salvador, our little giant. It is obvious when they gave the blessing to the president and told him El Salvador will be the head and Noooo the tail, it continues to cause something to talk about in the world.",salvador pequeñ gigant obvi entreg bendicion president dec salvador cabez nooo col segu dar habl mund,0,"El Salvador , nuestro peque ñ o gigante . Es obvio cuando entregaron la bendici ó n al presidente y le dijeron El Salvador ser á cabeza y Noooo cola , sigue dando de que hablar en el mundo .",el salvador  nuestro peque o gigante  es obvio cuando entregaron la bendici n al presidente y le dijeron el salvador ser  cabeza y noooo cola  sigue dando de que hablar en el mundo 
297,Google en El Salvador,Salomon Jovel,18-04-2024,16:30:28,3,Me gustan esas jestiones que hace mi presidente de El Salvador que Dios nos siga bendiciendo por ponerle buenas deciciones a nuestro presidente bukele,POS,POS,0.998495698,I like those things that my president of El Salvador makes. May God continue to bless us for making good decisions for our president Bukele.,gust jestion hac president salvador dios segu bendec poner el buen decicion president bukel,0,Me gustan esas jestiones que hace mi presidente de El Salvador que Dios nos siga bendiciendo por ponerle buenas deciciones a nuestro presidente bukele,me gustan esas jestiones que hace mi presidente de el salvador que dios nos siga bendiciendo por ponerle buenas deciciones a nuestro presidente bukele
298,Google en El Salvador,Walter Henriquez,18-04-2024,15:44:44,3,Se ve el cambio  con nuestro  presidente  hemos salido  del hoyo  en que  vivíamos un país  el salvador  muy diferente,POS,NEG,0.902418673,"You can see the change with our president, we have come out of the hole in which we lived, a very different El Salvador country.",ver cambi president sal hoy viv pais salvador diferent,0,Se ve el cambio con nuestro presidente hemos salido del hoyo en que viv í amos un pa í s el salvador muy diferente,se ve el cambio  con nuestro  presidente  hemos salido  del hoyo  en que  viv amos un pa s  el salvador  muy diferente
299,Google en El Salvador,Noe Argueta,18-04-2024,23:46:46,3,"Somos de primer mundo,  competimos con Japan y USA",POS,POS,0.9808442,"We are first world, we compete with Japan and the USA",primer mund compet jap usar,0,"Somos de primer mundo , competimos con Japan y USA",somos de primer mundo   competimos con japan y usa
300,Google en El Salvador,Morena Rivas,18-04-2024,20:59:14,3,"Google El Salvador,pasito a pasito va cambiando mi pequeño pulgarcito felicitaciones  presidente.",POS,POS,0.998183549,"Google El Salvador, step by step my little thumb is changing, congratulations president.",googl salvador pasit pasit ir cambi pequeñ pulgarcit felicit president,0,"Google El Salvador , pasito a pasito va cambiando mi peque ñ o pulgarcito felicitaciones presidente .",google el salvador pasito a pasito va cambiando mi peque o pulgarcito felicitaciones  presidente 
301,Google en El Salvador,Jasmine Summers,18-04-2024,02:25:00,3,Sensacional Viva ♥️♥️♥️♥️El Salvador,POS,POS,0.998656511,Sensational Viva ♥️♥️♥️♥️El Salvador,sensacional viv salvador,0,Sensacional Viva ♥ ️ ♥ ️ ♥ ️ ♥ ️ El Salvador,sensacional viva el salvador
302,Google en El Salvador,Richard Ronald Richetter Rojas,18-04-2024,15:18:36,1,"El Salvador se convertirá en un gran centro Empresarial . Ojalá esté ejemplo se replique en todos los países d mundo, cuando se gestiona sin robar, alcanza el money ",POS,POS,0.998222768,"El Salvador will become a great business center. I hope this example is replicated in all the countries of the world, when it is managed without stealing, it reaches the money",salvador convert gran centr empresarial ojal ejempl replic pais d mund gestion rob alcanz money,0,"El Salvador se convertir á en un gran centro Empresarial . Ojal á est é ejemplo se replique en todos los pa í ses d mundo , cuando se gestiona sin robar , alcanza el money",el salvador se convertir  en un gran centro empresarial   ojal  est  ejemplo se replique en todos los pa ses d mundo  cuando se gestiona sin robar  alcanza el money 
303,Google en El Salvador,Vibeke Hoffmann,18-04-2024,02:04:51,4,"El mejor presidente de Latinoamerica!!!! Le dió solución a la delincuencia, mientras mi país Chile se cae a pedazos  grande Bukele ❤️❤️❤️❤️",POS,POS,0.974300683,"The best president in Latin America!!!! He gave a solution to crime, while my country Chile falls apart big Bukele ❤️❤️❤️❤️",mejor president latinoamer deir solucion delincuent mientr pais chil caer pedaz grand bukel,0,"El mejor presidente de Latinoamerica ! ! ! ! Le di ó soluci ó n a la delincuencia , mientras mi pa í s Chile se cae a pedazos grande Bukele ❤ ️ ❤ ️ ❤ ️ ❤ ️",el mejor presidente de latinoamerica     le di  soluci n a la delincuencia  mientras mi pa s chile se cae a pedazos  grande bukele 
304,Google en El Salvador,Rafaela Barbara Linares Septiem,18-04-2024,19:41:00,2,Que hombre para tener tanta luz futurista no se le escapa nada lo admiro tanto que llego a idolatrarlo por ser tan especial una cubana que es su fanática sin equivocarme,POS,POS,0.998389363,"What a man to have so much futuristic light, nothing escapes him. I admire him so much that I come to idolize him for being so special, a Cuban who is his fan without being mistaken.",hombr ten tant luz futurist escap admir lleg idolatrar el ser tant especial cuban fanat equivoc,0,Que hombre para tener tanta luz futurista no se le escapa nada lo admiro tanto que llego a idolatrarlo por ser tan especial una cubana que es su fan á tica sin equivocarme,que hombre para tener tanta luz futurista no se le escapa nada lo admiro tanto que llego a idolatrarlo por ser tan especial una cubana que es su fan tica sin equivocarme
305,Google en El Salvador,Maribelg Gonzalez,18-04-2024,02:04:11,1,Bravos bravos,NEU,POS,0.997564077,Brave braves,brav brav,1,Bravos bravos,bravos bravos
306,Google en El Salvador,Niulvys Cruz Torres,18-04-2024,15:29:58,1,"Usted presidente, es una luz que alumbra nuestro continente ojalá y su luz pueda llegar a cada país y nos devuelva la esperanza de saber que un mundo mejor es posible",POS,POS,0.998231828,"You president, you are a light that illuminates our continent. I hope your light can reach each country and give us back the hope of knowing that a better world is possible.",usted president luz alumbr continent ojal luz pod lleg cad pais devolv esper sab mund mejor posibl,0,"Usted presidente , es una luz que alumbra nuestro continente ojal á y su luz pueda llegar a cada pa í s y nos devuelva la esperanza de saber que un mundo mejor es posible",usted presidente  es una luz que alumbra nuestro continente ojal  y su luz pueda llegar a cada pa s y nos devuelva la esperanza de saber que un mundo mejor es posible
307,Google en El Salvador,Antonio Hernandez Marroquin,19-04-2024,07:01:48,1,"En hora  buena  a todos  los salvadoreños, y a nuestro  gobierno,,bukele, pionero en el.mundo ,",POS,POS,0.998014331,"Good luck to all Salvadorans, and to our government, Bukele, a pioneer in the world,",hor buen salvadoreñ gobiern bukel pioner mund,0,"En hora buena a todos los salvadore ñ os , y a nuestro gobierno , , bukele , pionero en el . mundo ,",en hora  buena  a todos  los salvadore os  y a nuestro  gobierno  bukele  pionero en el mundo  
308,Google en El Salvador,Sandra Jácome,18-04-2024,18:46:32,1,"Excelente noticias para el salvador, es de admirar la gestión de este señor presidente Nayid Bukele",POS,POS,0.998213887,"Excellent news for El Salvador, the management of this President Nayid Bukele is to be admired",excelent notici salvador admir gestion señor president nay bukel,0,"Excelente noticias para el salvador , es de admirar la gesti ó n de este se ñ or presidente Nayid Bukele",excelente noticias para el salvador  es de admirar la gesti n de este se or presidente nayid bukele
309,Google en El Salvador,Rakel Cespedes,18-04-2024,21:04:17,2,"El mejor presidente que existe !!
Necesitamos un presidente como usted aquí en Perú,  ya que  cada vez se hunde este país,  por que  la corrupción en imparable",POS,POS,0.940645397,"The best president there is!!
We need a president like you here in Peru, since this country is sinking every time, because corruption is unstoppable.",mejor president exist necesit president usted aqu peru cad vez hund pais corrupcion impar,0,"El mejor presidente que existe ! !  
 Necesitamos un presidente como usted aqu í en Per ú , ya que cada vez se hunde este pa í s , por que la corrupci ó n en imparable",el mejor presidente que existe    necesitamos un presidente como usted aqu  en per    ya que  cada vez se hunde este pa s   por que  la corrupci n en imparable
310,Google en El Salvador,Rosa Guzmán,18-04-2024,04:25:23,2,Que viva  El Salvador y Dios bendiga  a El presidente  Nayib Bukele  .,POS,POS,0.992527247,Long live El Salvador and God bless President Nayib Bukele.,viv salvador dios bendig president nayib bukel,0,Que viva El Salvador y Dios bendiga a El presidente Nayib Bukele .,que viva  el salvador y dios bendiga  a el presidente  nayib bukele   
